,text,label
2050,with lack of storage and low demand dairy farms resort to milk dumping,0
2051,sports briefs 46,0
2052,alpine and nordic skiing snag second at harvard,0
2053,fall dance concert preview,0
2054,college expands on plans to house a larger volume of students,0
2055,bsu screens black panther,0
2056,siefers scoop podcast a semester in review,0
2057,drawing near 2020 election permeates classrooms across disciplines,0
2058,doughboys and flyboys sheldon museum commemorates middleburys contributions to wwi,0
2059,tri town bike loop proposal gets community support,0
2060,mask off midd the politics of romance,0
2061,its time to step up a letter to the middlebury college administration,0
2062,baseball breaks out the brooms win streak stands at 9,0
2063,keating perticone carroll ready to lead womens lacrosse,0
2064,mens basketball earns ncaa bid readies for regionals,0
2065,reel critic ad astra,0
2066,dickinson hands off weekly politics lunches to students,0
2067,vermont senate passes shield law bill,0
2068,two midd students arrested at never again protest against ice,0
2069,back to back champions womens lacrosse takes the conference,0
2070,sex panther valentines day,0
2071,the librarian is in 20,0
2072,addison central teens learn boat building,0
2073,vermonts legislature takes on police reform,0
2074,update president vijayakumar will not be impeached for winter term absence,0
2075,grading debate stretches on as faculty consider mandatory credit no credit system,0
2076,middleburys top reasons to support the vermont gas pipeline,1
2077,siefers scoop episode 8 alex stimpson 23 mens squash,0
2078,mens rugby kicks off season with wins,0
2079,college begins discipline of murray protestors,0
2080,jason mittell named to inaugural class of peabody fellow scholars,0
2081,students protest for higher staff wages,0
2082,go pants bracket challenge just win baby,0
2083,womens tennis falls short in nescac championship,0
2084,mens tennis misses the ace,0
2085,youve got so so much mail,0
2086,dead parents society leads weekend getaway,0
2087,students elect sga president cc co chairs,0
2088,in the cards aska matsuda,0
2089,swipes save more than 300k,0
2090,what is the senior leadership group,0
2091,p cards draft,0
2092,museum of art shuts its doors for reorganization plans to reopen in spring 2021,0
2093,ban the bag middlebury considers town wide ban on single use plastic bags,0
2094,seeing early success nescacs navigate on campus life during covid 19,0
2095,middlebury cycling team to host cycling road race in champlain valley,0
2096,midd professor assists with national covid 19 stimulus decisions,0
2097,committee proposes switch to credit hour system,0
2098,legislative protections for abortion rights clear vermont senate,0
2099,hes 13 years old and running for governor,0
2100,the tragic beauty of human flow,0
2101,a new presidential tradition is needed,0
2102,palana finds new home in palmer,0
2103,what could a mid pandemic semester at middlebury look like,0
2104,volleyball gets sixth seed in nescacs,0
2105,mens basketball sets eyes on three peat salem,0
2106,an insiders look into the dance company of middlebury,0
2107,womens hockey keeps eyeing nescac crown,0
2108,tiny house fest offers big solutions to big problems,0
2109,halloween store in town has purpose for first time in 360 days,1
2110,a funeral of sorts burial of sacred texts takes place on the knoll,0
2111,donald trump and raul castro will not shake hands,0
2112,turns out words have consequences,0
2113,ward prize honors first year writing,0
2114,lets talk about accountability,0
2115,the middlebury independent koch or woke,0
2116,changes to vermonts higher education landscape on the horizon as marlboro announces merger,0
2117,squirrels gone nuts a northeast population boom,0
2118,changing middlebury pack behavior,0
2119,chaplain laurie jordan 79 to retire in june,0
2120,stories come to life at cocoon,0
2121,is this a magic trick,0
2122,for dave silberman forgotten high bailiff position offers new kind of platform,0
2123,after delays aug 28 testing results show no new covid 19 cases,0
2124,evolution radiates energy from around the world,0
2125,mens lacrosse gets over hump and captures first win of season,0
2126,rachel eldredge trainer miracle worker friend,0
2127,second on campus student tests positive for covid 19,0
2128,mens basketball receives ncaa bid,0
2129,racism repenting explored in man on fire,0
2130,structural change and new initiatives top sga agenda,0
2131,students bring first ever guzheng recital,0
2132,field hockey headed to national championship,0
2133,preparation and practice put mens squash ahead,0
2134,the librarian is in three books by roxane gay,0
2135,a call to nerd out,0
2136,community building amid coronavirus cancelations,0
2137,in response to stanger and callanan talk murray at princeton,0
2138,governor scott addresses local issues at legislative breakfast,0
2139,middlebury football poised for another competitive season,0
2140,sga patton develop common agenda,0
2141,reel critic downton abbey,0
2142,vermont womens fund awards grants to 14 organizations,0
2143,new and improved grilleme service decreases wait increases hours,0
2144,cho liang lin brings intensity and vibrancy to performing arts series,0
2145,reel critic beats per minute,0
2146,reel critic john lewis good trouble,0
2147,turning to plastic containers for sustainable solutions,0
2148,a chance to work together,0
2149,nescac champs,0
2150,together apart celebrates first year talents in a 24 hour play festival,0
2151,on the gop tax plan,0
2152,what is a writing center,0
2153,bundle finds new love in the old at reloved and makers market,0
2154,vermont coffee company raises 142000 for homeless shelters and food shelves,0
2155,mens track and field wins first conference crown,0
2156,the importance of being wrong,0
2157,techies unite language table initiative expands its options,0
2158,golf teams both look forward to october tournaments with nescac implications,0
2159,the confusing social contract of the dfmo,0
2160,welch discusses washington politics encourages local action,0
2161,pitchfork disney indulges in grotesque,0
2162,mountain club set to host social climbing trip,1
2163,dear my people black people are not here for our entertainment,0
2164,more details on legutko lecture cancellation,0
2165,community council survey finds 87 of students pretty fucking ready for break,1
2166,heath quartet stuns during class visits performances,0
2167,student directed constellations explores a relationship through parallel universes,0
2168,opinion today i cut my toenails,1
2169,pulitzer prize winning composer visits campus,0
2170,interview with melian radu 13,0
2171,college choir to celebrate songs of tolerance and decolonization in sunday debut,0
2172,womens volleyball finishes their season 17 6,0
2173,in the cards katherine jackson,0
2174,students trek to treleven farm for lambing overnight,0
2175,students design homes for habitat for humanity,0
2176,state renews effort to address opioid addiction,0
2177,clingy hookup wants you to acknowledge their existence in public,1
2178,reevaluating climate guilt,0
2179,do better middlebury,0
2180,on crisis and community,0
2181,womens soccer hopes for at large bid after loss in nescacs,0
2182,vermonters turn to home births and midwifery during the pandemic,0
2183,as popularity increases youpower strives for inclusion through spin,0
2184,congressman welch on politics here and nationwide,0
2185,youre in for a wild ride rough cut replaces 51 main,0
2186,response to naomi kleins talk on the green new deal,0
2187,incumbent scott favored to win says stay the course,0
2188,in the cards grace jennings,0
2189,map project marks locations of sexual assault on campus,0
2190,recapping the 2019 clifford symposium,1
2191,breaking covid 19 outbreak of 26 cases in addison county linked to champlain orchards,0
2192,middlebury radio speaks volumes,0
2193,plastic bag ban update middlebury state senate vote in favor,0
2194,sga weekly an introduction,0
2195,the case for veganism,0
2196,skiing ends killer season with 10th at ncaa championships,0
2197,reel critic first man,0
2198,46666,0
2199,considerations from the figurative capital legislating amidst the covid 19 crisis,0
2200,ask tre professional mental health care,0
2201,from sunrise to sneg youth campaigns lead climate justice,0
2202,mens tennis begins national title defense with two shutout wins,0
2203,carols announces impending closure due to high traffic volumes,1
2204,womens lacrosse wins tight battle vs no 5 tufts,0
2205,what is panther pride,0
2206,when it comes to open expression keep the conversation open,0
2207,mens hockey rejuvenated after 2 0 weekend,0
2208,when dissent is distracting hypocrisy,0
2209,baseball wins series against emory,0
2210,fall sports previews,0
2211,esteemed pianist serenades college,0
2212,the librarian is in 11,0
2213,considerations from the capital vermont legislative updates,0
2214,mens golf improves every round,0
2215,student ambassadors broaden admission offices reach,0
2216,baseball goes 1 2 for weekend beats dartmouth tuesday,0
2217,please dont take a vacation in the middle of a global pandemic,0
2218,tennis continues on at breakneck pace,0
2219,womens squash back in top 15 ahead of nationals,0
2220,climate change guest lecture,0
2221,analyzing growth in the computer science department,0
2222,sga president jin sohn talks year ahead,0
2223,harrison ford comes to campus is as cool as you think,0
2224,climbing the ladder nick bermingham 20 goes from walk on to top spot,0
2225,91st academy awards no host no problem,0
2226,states attorney hosts expungement clinics for county residents,0
2227,stanger and callanan talk murray at princeton,0
2228,rethinking the consequences of neutrality,0
2229,a target on their backs mens tennis enters postseason as no 1 team in the country,0
2230,moment of truth for softball this weekend,0
2231,column the economic case for going vegan,0
2232,womens basketball snags playoff victory,0
2233,womens basketball 7 0 for first time in 16 seasons,0
2234,womens tennis concludes undefeated nescac home weekend,0
2235,a bittersweet move for midd chocolates,0
2236,baseball posts first winning spring trip since 2012,0
2237,why you should pick up that copy of the new england review lying around the library,0
2238,its a tough year to be a tree as vandalism spikes,0
2239,womens soccer lady panthers coming in hot,0
2240,scott considers marijuana legalization,0
2241,ilsley public library trains staff to administer narcan,0
2242,baseball brings out the brooms to qualify for playoffs,0
2243,amy coney barrett proves shes one of the boys by stripping women of their basic rights,1
2244,faculty members reinstate middlebury chapter of aaup,0
2245,its time to change how we think about grading,0
2246,abuses at 10 oclock ross are classist and immature,0
2247,a morning with head baker ashley laduke,0
2248,trump threatens to deny funds from colleges not upholding free speech,0
2249,making mountains out of knoll hills,0
2250,gensler family symposium engages with the complex and peculiar lives of intersectionality,0
2251,students play bach brahms and more,0
2252,mens soccer falls in ncaa match,0
2253,cold brews hot takes the campus guide to local breweries,0
2254,alumnus revealed as alt right troll,0
2255,cross country stays undefeated,0
2256,lets not sit this one out,0
2257,students readily embrace tick checks and chill,1
2258,elections in zimbabwe a new era,0
2259,breaking middlebury announces on campus instruction for the fall,0
2260,values matter in money matters,0
2261,college fumbles approach to racial bias conversations during middview,0
2262,new fund promotes discussion of opposing views,0
2263,performing arts spotlight the women of troy,0
2264,even with limited spending staff are not expendable,0
2265,mens soccer shocks beats amherst on home turf,0
2266,ken burns and panel discuss vietnam war documentary,0
2267,with renovations new owners of the old stone mill seek to inspire collaborative energy invigorate community,0
2268,why we protest,0
2269,wright out brook in as co chair,0
2270,call me by your name author on ambiguity and attraction,0
2271,notes from the sga president winter term ideas,0
2272,mens basketball wins middlebury tournament,0
2273,throwback thursday this day in 1978 cross country dominates the course,0
2274,the college and the institute,0
2275,why middlebury should implement an internal carbon charge,0
2276,middlebury business affected by covid 19 what you need to know,0
2277,poet and painter connections between chopin and debussy,0
2278,mens track wins nescacs,0
2279,during nobodys normal staff and faculty make it possible,0
2280,womens tennis serves up heat against brandeis,0
2281,what does peaceful protest really mean,0
2282,hostile terrain 94 middlebury spotlights the death of migrants crossing the border,0
2283,here being,0
2284,direct your attention twitchs resilient surge,0
2285,mens soccer finds way into ncaa tournament earning an at large bid following a stellar championship weekend,0
2286,middlebury takes third place,0
2287,panthers give back to movemidd forward,0
2288,storm cafe closes doors for good,0
2289,nordic skiing nets nice start,0
2290,wesleyan defeats mens hockey in quarterfinals,0
2291,career center assists students with internships entering the job market in uncertain time,0
2292,swimming diving splashes into championships,0
2293,students instagram story of sunset wins pulitzer prize,1
2294,green mountain college falls to financial hardship,0
2295,reel critic the lighthouse,0
2296,it felt like freedom celebrating identity through drag,0
2297,editorial if we are to move forward,0
2298,remaining students asked to leave campus by end of may,0
2299,the librarian is in how to be parisian,0
2300,parental control should have some boundaries,0
2301,track picks up first in middlebury team challenge,0
2302,college executives make up elite of addison county,0
2303,drop in dance performances entice passersby,0
2304,siefers scoop episode 3 gianna palli 23 5 womens basketball,0
2305,act 164 may bring retail cannabis to middlebury,0
2306,sga weekly lessons learned,0
2307,a statement from the faculty committee on diversity equity and inclusion,0
2308,baltimore waltz tells personal story of loss through the surreal,0
2309,direct your attention the social dilemma,0
2310,local habitat for humanity collaborates with students to design for seymour st build,0
2311,the ayes have it results of town meeting day,0
2312,for local kayakers otter creek falls is a gem hidden in plain sight,0
2313,rethinking flexibility in the virtual classroom,0
2314,middlebury sap map,0
2315,toward community healing,0
2316,local students protest gun violence,0
2317,college struggles to meet surging demand for mental health support,0
2318,womensafe presents i rise,0
2319,supporting francophone studies beyond france,0
2320,campus returns to modified phase one as vermont covid 19 cases surge,0
2321,ethical artisanal piping hot baristas to bring craft coffee to middlebury,0
2322,jean guihen queyras performs six cello suites,0
2323,allez les bleus womens soccer heads to france,0
2324,envisioning middlebury moves forward,0
2325,lets talk about culturally affiliated housing,0
2326,photos of the week middlebury track and field fights hunger,0
2327,panel explores injustice of u s immigration,0
2328,christian student group dismissed gay leaders in 2015,0
2329,soccer team holds camp to recruit new econ majors,1
2330,summer changes,0
2331,mens lax season ends early falls to tufts in conference quarters,0
2332,mens soccer receives ncaa tournament bid,0
2333,post graduation employment rates hit all time high,0
2334,rises in financial aid cause deficits,0
2335,school safety that actually makes everyone safer,0
2336,pulitzer winner walter mears 56 discusses career journalism in trump era,0
2337,trumps recklessness only grows,0
2338,covid rules enforcement falls on student leaders,0
2339,field hockey looks to defend home turf,0
2340,softball splits wednesdays doubleheader sweeps wesleyan over the weekend,0
2341,photos of the week middlebury enjoys first winter tracks at snow bowl,0
2342,economists visit college to debate future of capitalism,0
2343,the reel critic napoleon,0
2344,workforce planning enters final stage,0
2345,trustees we voted now its your turn,0
2346,from diii to the nfl middlebury football alum finds coaching success in the big leagues 2,0
2347,j term ski classes to now include tips on how to be born rich,1
2348,a sad day on campus,0
2349,performance art piece raises awareness of sexual assault,0
2350,let equality bloom activism festival urges civic engagement,0
2351,past college students didnt go to the polls,0
2352,new leadership in the writing center,0
2353,field hockey the exit interview,0
2354,womens tennis crushes weekend beats no 1 emory,0
2355,the librarian is in,0
2356,womens soccer shoots more scores less,0
2357,the librarian is in the hunger games,0
2358,break the silence encourages storytelling unites women,0
2359,grads kick it old school during alumni college weekend,0
2360,planapalooza seeking input for newest town planning efforts,0
2361,15 minimum wage passes senate,0
2362,rep welch discusses gop tax plan,0
2363,privacy in the digital age,0
2364,cameroon school evacuated right decision,0
2365,van der geest and mens tennis learn where they stand,0
2366,in support of black lives matter action steps for the middlebury community,0
2367,mens water polo smacks university of connecticut,0
2368,first seeded mens basketball bows out early,0
2369,a doesnt stand for average,0
2370,youpower puts new outdoor spin on fitness classes,0
2371,vermont supreme court hears case on campus,0
2372,december brings surge of holiday cheer and a cement mixer to town,0
2373,womens squash ups downs,0
2374,protesters discover new effective way to alienate rest of campus,1
2375,observations of an outsider,0
2376,mens tennis splits weekend in massachusetts,0
2377,on vinyl jesus is king,0
2378,letter response to setting the record straight,0
2379,letter to the editor feb 27 2020,0
2380,unpacking unemployment wolcott on the u s job market,0
2381,financial services office unpacks aid in middworks session,0
2382,photos of the week special olympics holds first practice,0
2383,town lands 62500 planning grant,0
2384,womens lax flexes muscles with double header sweep,0
2385,mens tennis competes at home,0
2386,commons may soon undergo major changes,0
2387,koby altman 04 returns to campus,0
2388,letter to the editor in support of meat reduction,0
2389,audio connectivity issue renders administration unable to hear students demands,1
2390,vijayakumar elected sga president lezama co chair,0
2391,yes but how latina are you,0
2392,notes from the desk clarifying our byline policy,0
2393,remembering thibault lannoy 20,0
2394,foreign correspondents amsterdam,0
2395,patton announces new position to lead inclusivity training,0
2396,foreign correspondents thinking about america in siberia,0
2397,siefers scoop episode 5 eli drachman 24 mens swim dive,0
2398,community speaker discuss grade free first semester,0
2399,free speech vs civil disobedience,0
2400,nari shakti women power,0
2401,in the aftermath of murray,0
2402,students honor anniversary of fall of the berlin wall,0
2403,college to receive 1 8 million in cares act stimulus,0
2404,volleyball serves a winning streak,0
2405,half priced lobby is gone replaced by burger thursdays,0
2406,mens squash is still servin heat,0
2407,incumbent christopher bray makes a fourth run for addison county senate seat,0
2408,letter to the editor we have jobs governor douglas,0
2409,endowment shows strong earnings in 2017 fiscal year,0
2410,midd administrator behind carbon neutrality on shortlist for pruitt replacement,1
2411,old stone mill bought by community firm storm cafe to close student projects relocated,0
2412,karen miller former vp of human resources departs middlebury,0
2413,the librarian is in 32,0
2414,student panel discusses next steps after legutko drama,0
2415,midd masti spring show,0
2416,college alumna publishes fantasy novel,0
2417,racism and responsibility,0
2418,ggiguere captures individual tourney at williams womens team turns in balanced effort at amherst,0
2419,this is a fing emergency middlebury,0
2420,what went down at the oscars,0
2421,womens soccer scores spot in ncaa final four,0
2422,economics major is reclassified as stem,0
2423,mens squash looks forward to pivotal weekend,0
2424,cook commons dean ian sutherland departs mid year,0
2425,health and wellness education office expands staff programming,0
2426,why do you hate us,0
2427,clubs with no spots encourage people to come to auditions,1
2428,what we talk about when we talk about coronavirus,0
2429,the librarian is in 26,0
2430,charter house coalition hosts open house expands services and renovates,0
2431,rolling panthers suffer heartbreaker to bates,0
2432,performing arts spotlight soovin kim violin,0
2433,middlebury to cut faculty staff positions through buyouts,0
2434,mens squash snags third at conference tournament,0
2435,notes from the desk were still a long way from the finish line,0
2436,mandatory bias training is necessary but insufficient hamilton forum is proof,0
2437,supporting the hebrew program through language tables,0
2438,our staff deserve better,0
2439,we still have questions for the hamilton forum,0
2440,christmas great opportunity to brush up explanation of middlebury for grandparents,1
2441,womens soccer shows up for fall family weekend,0
2442,the librarian is in 19,0
2443,richard sander is not who we need,0
2444,ski industry giant vail resorts acquires peak resorts,0
2445,the lookbook distressed denim black pants,0
2446,mother nature blesses middlebury with more white snowflakes,1
2447,pee empowered shefly brings gender equality to the outdoors 2,0
2448,racial justice starts with a conversation,0
2449,protestors march 65 miles from middlebury to montpelier as part of climate solutions walk,0
2450,photos of the week pond skim draws crowds at snow bowl,0
2451,j term musical young love in the piazza,0
2452,i teach them how to do their jobs the careers of coordinators,0
2453,community tackles vermont carbon pricing,0
2454,middlebury firefighters garrow shaw receive medals of valor,0
2455,happy 20th higher ground,0
2456,giguere goes out hot and womens golf wraps season,0
2457,maple run brings together college and town,0
2458,the pragmatic left dos and donts for winning elections 2,0
2459,mens soccer rebounds in more ways than one,0
2460,introducing sharp left,0
2461,geology professor shows cartoon joking about slave trade in class,0
2462,divestment and energy 2028 a future worth fighting for,0
2463,sga update 32,0
2464,what is justice,0
2465,treasurer talks divestment,0
2466,throwback thursday this day in 1983 defense stymies amherst despite injuries,0
2467,midnight breakfast leftovers tasted pretty decent this morning,1
2468,we support survivors,0
2469,womens march on montpelier draws crowds despite freezing weather,0
2470,sophie clarke 11 takes on survivor twice,0
2471,despite changes snow bowl stays positive heading into winter,0
2472,the librarian is in 2,0
2473,notes from the desk you cant go home again,0
2474,reel critic boys state,0
2475,hebrew program faces faculty changes video conferenced classes,0
2476,reel critic bojack horseman season five,0
2477,black at middlebury students criticize president pattons email demand action,0
2478,patchytee student entrepreneurs put their stamp on midd,0
2479,water polo crowned national champions,0
2480,community council update 34,0
2481,from middlebury to midterms organizing,0
2482,droit de reponse french and francophone studies speaks back,0
2483,sheldon museum features conjuring the dead exhibit,0
2484,work hard grow up,0
2485,the librarian is in 9,0
2486,panthers record a winning spring trip,0
2487,alterra mountain company acquires sugarbush resort,0
2488,womens lacrosse closes conference play with colby loss,0
2489,roads taken vermont poets share work at town reading,0
2490,ask tre,0
2491,uvm students protest racism demanding presidents resignation,0
2492,mens golf ends season on par,0
2493,middlebury student founds dorm bed expansion company,0
2494,blackbird takes off,0
2495,from farewells this fall to faring well this spring,0
2496,in support of middleburys history,0
2497,the danish string quartet,0
2498,baseball blasts dartmouth and plattsburgh state,0
2499,softball enters conference playoffs on heels of sweeping wesleyan,0
2500,middlebury college ultimate weird and white,0
2501,track field wins own winter classic,0
2502,womens squash maintains strong position,0
2503,ninety nine percent down one to go census nears completion in vermont,0
2504,our approach to changing the grading policy shows how a middebury education is failing us all,0
2505,prospective students partake in a new age of admissions,0
2506,college creates student led mental health educational program to build support,0
2507,cops dont belong on middleburys campus,0
2508,womens soccer edged by williams in final,0
2509,in vermont electric vehicle ownership is on the rise,0
2510,a plague of power dynamics one flea spare,0
2511,a response to anti semitic violence,0
2512,news in brief middlebury expects 750 in the class of 2024 and 2024 5,0
2513,actr introduces new schedule and change of hub,0
2514,new owners embrace community of ripton country store,0
2515,baishakhi taylor dean of students to leave middlebury,0
2516,the twin bed problem,0
2517,inside midd football players decision to kneel during anthem,0
2518,i was one of the two on campus covid 19 cases heres what i want you to know,0
2519,reel critic three billboards outside ebbing missouri,0
2520,standing rock reservation glad so many middlebury students decided to drop by,1
2521,middlebury alumni win big at oscars,0
2522,haymaker bun co and the arcadian reflect on a year,0
2523,more is needed to combat rape culture,0
2524,late night alarm jolts atwater residents from saturday slumber,0
2525,enrollment in vt colleges on the decline,0
2526,what we talk about when we talk about guns,0
2527,the colleges first priority continuing staff wages,0
2528,mens lax showcases veteran talent in season opener,0
2529,middleburys hunters reluctant to advertise their hobby,0
2530,with no end to covid in sight college will finish semester remotely,0
2531,local school shooting threat derailed,0
2532,throwback thursday this day in 2005 lyon spearheads comeback against tufts,0
2533,cross country continues to improve,0
2534,go pants bracket challenge just win baby 2,0
2535,forgotten farms at the marquis highlights cracking us dairy industry,0
2536,52918,0
2537,swimming and diving beat to the wall in first two meets,0
2538,in support of club sports,0
2539,notes from the desk having a parent on the frontlines,0
2540,womens lacrosse on fire continues 11 0 streak,0
2541,coming together a charles murray reflection,0
2542,obriens hair salon trims its last locks,0
2543,middlebury admits class of 2023 first class born in 21st century,0
2544,news in brief 7,0
2545,sga president vijayakumar is ready to lead heres what she has to say,0
2546,field hockey continues 9 0 streak but you already knew that,0
2547,when it comes to grading who has the last word,0
2548,from break an egg to break a leg town hall theater plans to renovate,0
2549,put that thing back where it came from or so help me,0
2550,stickers advertising white supremacist organization found on campus and in town,0
2551,golf improves during nescac qualifier,0
2552,track and field races into birmingham looking to take trophies at ncaas,0
2553,mens tennis flips the script wins nescac title at home,0
2554,womens basketball starts 4 0,0
2555,college tuition to increase by 3 25,0
2556,baseball falls to stevens in 10 inning game,0
2557,on flags in ross dining hall,0
2558,mush cobble hill kennel opens for recreational dog sledding,0
2559,exchange students need representation,0
2560,first year show brings together original short plays,0
2561,u s congressman peter welch talks race climate change and bipartisanship,0
2562,students with disabilities new student org founded to inform through community building,0
2563,volleyball prepares for fall break doubleheader,0
2564,addison central teens offers support and compassion,0
2565,the stone mills grand opening attracts crowd,0
2566,vermont sugarmakers reflect on new challenges,0
2567,can we please stop talking about our quarantine weight,0
2568,senior week in march covid 19 truncates seniors final semester,0
2569,middlebury mourns justice ruth bader ginsburgs death and reflects on her legacy,0
2570,softball to take on bowdoin in nescac quarters saturday afternoon,0
2571,middvotes demystifies the absentee ballot process,0
2572,despite the chill chili fest is a hit,0
2573,students elect first year senators senior senator to student government,0
2574,womens squash grabs 3rd at nescac tournament,0
2575,theyre everywhere the emerald ash borer strikes vermont,0
2576,more color a call for the journalism of the hiaasen family in the wake of the capital gazette shooting,0
2577,the future of the history of science medicine and technology hsmt,0
2578,teach in discusses recent hurricanes,0
2579,please read this newspaper,0
2580,j term class untangles history of police power,0
2581,american protestor,0
2582,language school student cleared of protest policy violation at cia info session,0
2583,46629,0
2584,swim and dive fall to bates before posting two big home wins,0
2585,,1
2586,faculty reject universal credit no credit grading model vote yes on opt in system,0
2587,an initial statement on the principles of inclusivity civil freedoms and community,0
2588,sports recaps,0
2589,learning to engage the world,0
2590,with new grant funds the open door clinic looks to the future,0
2591,mens hockey falls to amherst,0
2592,womens puck picks up some dubs,0
2593,the librarian is in 6,0
2594,the lookbook fishnets,0
2595,48206,0
2596,the librarian is in 15,0
2597,andi lloyd biology professor and dean of faculty leaving to attend divinity school,0
2598,mask off midd i quarantine dated casper the ghost,0
2599,make all courses pass fail now,0
2600,right now in america,0
2601,our world just got bigger so did our responsibilities,0
2602,reel critic joker,0
2603,guys in suits with suspiciously large budget ask another stupid ass question,1
2604,photos of the week middlebury cross country runs the tam trek,0
2605,ra gets a life for christmas,1
2606,direct your attention an insiders look at americas outsiders,0
2607,mens track and field triumphs women place second at nescacs,0
2608,mens hockey closes out season with a draw,0
2609,bad year to be a worm in washington dc,1
2610,students prayers for papercut renovations finally answered by new background visual,1
2611,dont read these books alone,0
2612,cocoon continues the tradition of storytelling amid the pandemic,0
2613,panthers sit pretty in third at dartmouth carnival,0
2614,anti racism is not just a trend,0
2615,tiny houses in middlebury gain ground,0
2616,in bernies footsteps vermont senate passes corporate cash ban,0
2617,school of abenaki joins language schools as a pilot program,0
2618,behind the scenes with dolci,0
2619,local police on alert after middlebury rescinds giulianis honorary degree,0
2620,alumni stand behind jeff byers,0
2621,mens lax loses overtime battle against no 3 tufts,0
2622,what i have learned at middlebury college,0
2623,natural foods co op celebrates expansion,0
2624,staying in vermont this summer heres our cant miss list,0
2625,cabaret captivates campus,0
2626,talleys folly considers love and fear,0
2627,isabel wilkerson to speak at commencement,0
2628,the librarian is in 17,0
2629,college covid 19 policies leave students to their own vices,0
2630,class conscious organizing at midd,0
2631,how midd works the title ix office,0
2632,letter to the editor 29,0
2633,middleburys most magical tournament,0
2634,chili fest suspended citing construction and fatigue,0
2635,vermont folklife center features pardos photography in spring exhibit,0
2636,hirschfield series redesigned to seek student input,0
2637,new swift house inn owners work to find footing in middlebury,0
2638,leave your attitudes at home,0
2639,a tale of two worldviews,0
2640,successful start for second half schedule for mens lax,0
2641,addison central teens to host chili challenge,0
2642,middlebury falls to plattsburgh,0
2643,womens tennis tumbles against purple cows,0
2644,vermont state senator ruth hardy talks women in politics,0
2645,social houses still seeking identities three decades later,0
2646,food retailers continue on amidst covid 19 health risks,0
2647,unveiled highlights stories from the muslim diaspora,0
2648,the dispenser dispute dining halls remove napkin dispensers,0
2649,sga weekly show your appreciation,0
2650,womens tennis looks forward to next chance with williams,0
2651,how does contact tracing work at middlebury,0
2652,panther day midd in two forms,0
2653,beloved ferrisburgh camel ollie dies at 17,0
2654,reel critic the shape of water,0
2655,go take a hike hit the trails this spring,0
2656,applicants have right to protest college says,0
2657,sit down shut up and be a man,0
2658,rollin the natatorium tide,0
2659,mens hockey living up to the legacy,0
2660,news in brief grille closings hallquist to visit fatal crash near proctor,0
2661,womens basketball bows out in final battle,0
2662,climate change at home kathryn olson 05 discusses growing threat to farms fish and forests,0
2663,notes from the desk please send us tips,0
2664,a financial future for all of us honoring middleburys values,0
2665,middlebury businesses on the right track despite construction concerns,0
2666,douglass mackey 11 far right troll arrested for 2016 election interference,0
2667,update on sga 13 proposals,0
2668,moss pushes false narrative yet again,0
2669,the librarian is in 33,0
2670,the librarian is in 45,0
2671,evolution showcases naturally selected resistance,0
2672,eagles fans at middlebury rejoice,0
2673,monterey boosts enrollment growing revenue,0
2674,mens soccer rebounds from first losing streak against plymouth st,0
2675,photos of the week log rolling hosts middlebury invitational,0
2676,a cappella group sings for global unity,0
2677,retail giants target and hm open first vermont branches in burlington,0
2678,commencement moved to afternoon for eid al fitr,0
2679,performing arts spotlight danish string quartet,0
2680,mens lacrosse stays on track for conference playoffs,0
2681,introducing ask tre,0
2682,sex panther keeping it exciting,0
2683,writing the body moving together apart in a j term dance class,0
2684,under the covers the hidden art of endpapers,0
2685,mens basketball falls to nichols in ncaa tournament,0
2686,covid 19 outbreak exacerbates difficulties with census 2020,0
2687,rethinking economics student led initiative aims to increase diversity in economics classes,0
2688,we should test like we dont have luck on our side,0
2689,proctor staff realizes breakfast for dinner perfect way to recycle 5261 extra tater tots,1
2690,4 48 psychosis explores peculiarities of human mind,0
2691,official statement by middlebury student organizers regarding the events of april 17 2019 2,0
2692,admin turns to sga for middview funding,0
2693,sports recap,0
2694,love inc professor laurie essigs new book on modern romance,0
2695,barney frank and john sununu discuss campus free speech political climate,0
2696,experiences from the coronavirus outbreak in chinas capital,0
2697,college poised to create education studies dual major,0
2698,parton warns students of vermont mumps outbreak,0
2699,letter to the editor 30,0
2700,middlebury administration anti blackness has no place in middlebury  unless it is on stage surrounded by private security at the heart of academia,1
2701,womens golf is tee rific,0
2702,lets talk about sex baby,0
2703,bookstore announces move to online delivery,0
2704,college to end commons system as it exists now,0
2705,middleburys farmers market considers relocation to college park,0
2706,womens hockey gifts seniors with a w,0
2707,bach festival brings emotion,0
2708,classroom is not the public sphere panel says,0
2709,second place nescac finish for cross country,0
2710,official statement by middlebury student organizers regarding the events of april 17 2019,0
2711,democrats hardy and bray win vt senate,0
2712,mens and womens cross country earn first place,0
2713,song dance raptors and enron,0
2714,mens squash triumphs,0
2715,on a snowy election day middlebury voters turn out,0
2716,the risk of reversing after the fact,0
2717,middlebury to test 750 people per week following entry testing this fall,0
2718,the oppressed can be oppressors too,0
2719,mens basketball you win some you lose some,0
2720,cross country preps for another good run,0
2721,mens lacrosse nets a win against nationally ranked dickinson,0
2722,girl worried losing virginity while dressed as cat will give boyfriend wrong idea,1
2723,rohatyn center student leaders we oppose legutko lecture sponsorship,0
2724,two meatless days added to dining schedule,0
2725,remembering michael moss,0
2726,faculty present research at first annual forum,0
